parcel,source,owner_name,address,jurisdiction,luc,luc_desc,parcel_class,acres,assessed_land,assessed_bldg,has_building,city_department,city_intended_use,development_candidate,census_tract,lat,lon
E21 01003 0188,county_only,DAYTON CITY OF,STOP EIGHT RD,,640,"Exempt, owned by municipals",E,0000.17000,000000000000.00,000000000000.00,N,,,N,,,
H33 00416 0035,both,DAYTON CITY OF,OLIVE RD,,101,,A,0002.83500,000000017580.00,000000000000.00,N,Economic Development,Other,N,39113-070300-3,39.785635234104724,-84.28281220793978
H33 00417 0042,city_layer_only,,,,,,,,,,N,,,N,,,
I39 00719 0083,both,DAYTON CITY OF,SR 4,,640,"Exempt, owned by municipals",E,0000.69000,000000000000.00,000000000000.00,N,,,N,39113-090302-6,39.78974744956034,-84.13567682484576
I39100701 0020,county_only,DAYTON CITY OF,VALLEY CREST DR,,400,Commercial vacant land,C,0000.13600,000000000000.00,000000000000.00,N,,,Y,,,
J44 20907 0006,both,DAYTON CITY OF,E CARILLION BLVD,,640,"Exempt, owned by municipals",E,0001.75600,000000001340.00,000000000000.00,N,,,N,39113-030100-2,,
J44204115 0017,both,DAYTON CITY OF,PINNACLE RD,,640,"Exempt, owned by municipals",E,0031.20000,000000021500.00,000000000000.00,N,,,N,39113-030200-1,,
K45 02601 0001,both,DAYTON CITY OF,11236 SPRINGBORO PIKE,,640,"Exempt, owned by municipals",E,0069.14800,000001439130.00,000000901730.00,Y,,,N,39113-050103-1,,
K45 02602 0001,both,DAYTON CITY OF,10000 SPRINGBORO PIKE,,640,"Exempt, owned by municipals",E,0003.18000,000000061820.00,000000000000.00,N,,,N,39113-050103-4,,
K45 02602 0002,both,DAYTON CITY OF,10000 SPRINGBORO PIKE,,640,"Exempt, owned by municipals",E,0049.48800,000000865840.00,000000006700.00,Y,,,N,39113-050103-4,,
K45 02602 0010,both,DAYTON CITY OF,10540 11100 SPRINGBORO PIKE,,499,,C,0096.72900,000000252000.00,000000187730.00,Y,,,N,39113-050103-1,,
K45 02602 0011,both,DAYTON CITY OF,AUSTIN BLVD,,300,"Industrial, vacant land",I,0115.85380,000000855950.00,000000000000.00,N,,,Y,39113-050103-1,,
K45 02602 0015,both,DAYTON CITY OF,10510 SPRINGBORO PIKE,,640,"Exempt, owned by municipals",E,0049.84500,000000325190.00,000000000000.00,N,,,N,39113-050103-1,,
K45 02602 0023,both,DAYTON CITY OF,AUSTIN BLVD,,640,"Exempt, owned by municipals",E,0016.70000,000000312000.00,000000000000.00,N,,,N,39113-050103-1,,
K45 02602 0058,both,DAYTON CITY OF,AUSTIN BLVD,,300,"Industrial, vacant land",I,0023.74400,000000175910.00,000000000000.00,N,,,Y,39113-050103-4,,
K45 02602 0059,both,DAYTON CITY OF,AUSTIN BLVD,,300,"Industrial, vacant land",I,0001.54000,000000011130.00,000000000000.00,N,,,Y,39113-050103-1,,
K45 02602 0083,county_only,DAYTON CITY OF,AUSTIN BLVD,,300,"Industrial, vacant land",I,0006.81100,000000049220.00,000000000000.00,N,,,Y,,,
K45 02602 3015,county_only,DAYTON CITY OF,10510 SPRINGBORO PIKE,,449,,C,0049.84500,000000643880.00,000000000000.00,N,,,N,,,
K45 02602 9010,county_only,DAYTON CITY OF,10540 11100 SPRINGBORO PIKE,,640,"Exempt, owned by municipals",E,0096.72900,000002175790.00,000003182430.00,Y,,,N,,,
K45100101 0010,both,DAYTON CITY OF,MCDANIELS LN,,640,"Exempt, owned by municipals",E,0010.08000,000000025480.00,000000000000.00,N,,,N,39113-050103-1,,
M58100502 0018,county_only,CITY OF DAYTON,PETERS PIKE,,640,"Exempt, owned by municipals",E,0000.88310,000000000000.00,000000000000.00,N,,,N,,,
M58100502 0020,county_only,THE CITY OF DAYTON OHIO,PETERS PIKE,,640,"Exempt, owned by municipals",E,0000.14300,000000000840.00,000000000000.00,N,,,N,,,
M58100502 0021,county_only,DAYTON CITY OF,11534 PETERS PIKE,,500,"Residential vacant land, lot",R,0000.28400,000000000000.00,000000000000.00,N,,,Y,,,
M58100502 0022,county_only,DAYTON CITY OF,11534 PETERS PIKE,,640,"Exempt, owned by municipals",E,0000.30100,000000000000.00,000000000000.00,N,,,N,,,
M58100502 0023,county_only,CITY OF DAYTON,PETERS PIKE,,640,"Exempt, owned by municipals",E,0000.21300,000000039100.00,000000000000.00,N,,,N,,,
M58100502 0024,county_only,THE CITY OF DAYTON,11950 PETERS PIKE,,640,"Exempt, owned by municipals",E,0000.30600,000000000000.00,000000000000.00,N,,,N,,,
M60 03205 0020,both,CITY OF DAYTON,CRESTWAY DR,,640,"Exempt, owned by municipals",E,0005.18750,000000039970.00,000000000000.00,N,,,N,39113-120101-2,,
N64 00309 0001,both,DAYTON CITY OF,HILTON DR,,640,"Exempt, owned by municipals",E,0000.00000,000000012980.00,000000000000.00,N,,,N,39113-020100-3,,
N64 00310 0159,both,DAYTON CITY OF,2917 BERKLEY AVE,,640,"Exempt, owned by municipals",E,0012.03900,000000325050.00,000000164650.00,Y,,,N,39113-020100-3,,
N64 03301 0044,both,DAYTON CITY OF,2655 S PATTERSON BLVD,,640,"Exempt, owned by municipals",E,0015.78000,000000871060.00,000000305140.00,Y,,,N,39113-020100-3,,
N64 03301 0045,both,DAYTON CITY OF,2581 S PATTERSON BLVD,,640,"Exempt, owned by municipals",E,0010.01000,000000300300.00,000000069250.00,Y,,,N,39113-020100-3,,
N64 03411 0002,both,DAYTON CITY OF,2917 CENTRAL PARK AVE,,640,"Exempt, owned by municipals",E,0274.05610,000003098220.00,000002236350.00,Y,,,N,39113-020100-3,,
N64 03505 0071,both,DAYTON CITY OF,TUDOR RD,,640,"Exempt, owned by municipals",E,0004.25000,000000034000.00,000000055080.00,Y,,,N,39113-020900-1,39.71705257889151,-84.15729836881697
Q71 00106 0019,county_only,DAYTON CITY OF,,,610,,E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
Q71 01008 0009,both,DAYTON CITY OF,W PEACH ORCHARD RD,,640,"Exempt, owned by municipals",E,0000.89170,000000135950.00,000000000000.00,N,,,N,,,
R72 00101 0001,both,DAYTON CITY OF,ROBERT DR,DAYTON,640,"Exempt, owned by municipals",E,0001.14600,000000000220.00,000000000000.00,N,Public Works,Other,N,39113-001501-1,39.75803319089252,-84.20378833190013
R72 00104 0036,both,DAYTON CITY OF,367 371 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0001.08720,000000309430.00,000001745650.00,Y,Public Works,Operations,N,39113-001501-1,39.76023178544395,-84.19874085268692
R72 00104 0048,county_only,DAYTON CITY OF,GIBBS LN,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 00104 0054,county_only,DAYTON CITY OF,W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000010110.00,000000000000.00,N,,,N,,,
R72 00104 0055,county_only,DAYTON CITY OF,W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002530.00,000000000000.00,N,,,N,,,
R72 00108 0003,both,DAYTON CITY OF,335 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000460520.00,000006690310.00,Y,Public Works,Operations,N,39113-001501-1,39.75869983838172,-84.1974014016448
R72 00110 0002,county_only,DAYTON CITY OF,451 W 3RD ST,DAYTON,620,"Exempt, owned by counties",E,0000.44700,000000194710.00,000000009170.00,Y,,,N,,,
R72 00111 0003,county_only,THE CITY OF DAYTON OHIO,ABBEY AVE,DAYTON,640,"Exempt, owned by municipals",E,0020.94600,000000132290.00,000000013410.00,Y,,,N,39113-004600-1,39.748703557605204,-84.24453206810917
R72 00111 0004,county_only,THE CITY OF DAYTON OHIO,UPPER AVE,DAYTON,300,"Industrial, vacant land",I,0000.51500,000000006040.00,000000000000.00,N,,,Y,39113-004600-1,39.749526053804225,-84.24340271725528
R72 00111 0005,county_only,THE CITY OF DAYTON OHIO,UPPER AVE,DAYTON,300,"Industrial, vacant land",I,0000.43000,000000005050.00,000000000000.00,N,,,Y,39113-004600-1,39.74945716216234,-84.24284543563378
R72 00111 0009,county_only,THE CITY OF DAYTON OHIO,300 ABBEY AVE,DAYTON,499,,C,0006.88500,000000075350.00,000000002320.00,Y,,,N,,39.749578050633396,-84.23595262435883
R72 00111 0010,county_only,THE CITY OF DAYTON OHIO,THIRD ST,DAYTON,300,"Industrial, vacant land",I,0001.05100,000000005390.00,000000000000.00,N,,,Y,,39.75162493055707,-84.23764572919033
R72 00111 0011,county_only,THE CITY OF DAYTON OHIO,THIRD ST,DAYTON,320,,I,0002.32600,000000024340.00,000000023540.00,Y,,,N,,39.75083607267984,-84.23768997430578
R72 00111 0012,county_only,THE CITY OF DAYTON OHIO,10 ABBEY AVE,DAYTON,320,,I,0015.77600,000000096540.00,000000015240.00,Y,,,N,,39.75019759855626,-84.23806842652534
R72 00111 0013,county_only,THE CITY OF DAYTON OHIO,THIRD ST,DAYTON,300,"Industrial, vacant land",I,0000.53800,000000002760.00,000000000000.00,N,,,Y,,39.75146599467492,-84.2385383915845
R72 00203 0011,both,DAYTON CITY OF,101 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000514920.00,000004181960.00,Y,Public Works,Other,N,39113-001501-1,39.75939750883473,-84.19397456461029
R72 00203 0013,both,DAYTON CITY OF,125 127 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000155540.00,000003545040.00,Y,Public Works,Other,N,39113-001501-1,39.75953965025296,-84.19458037149235
R72 00204 0004,both,DAYTON CITY OF,SECOND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000042380.00,000000000000.00,N,,,N,39113-001501-1,39.760429513931406,-84.19302245626243
R72 00204 0005,both,DAYTON CITY OF,10 W SECOND ST,DAYTON,449,,C,0000.00000,000000588070.00,000002128270.00,Y,Public Works,Other,N,39113-001501-1,39.76073510643755,-84.19259546772491
R72 00204 0015,both,DAYTON CITY OF,37 39 W THIRD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000271270.00,000000000000.00,N,,,N,39113-001501-1,39.75938591175923,-84.19325919474502
R72 00204 0017,both,DAYTON CITY OF,10 N LUDLOW AVE,DAYTON,449,,C,0000.00000,000000354430.00,000002604140.00,Y,,,N,39113-001501-1,39.75960768498334,-84.193303694821
R72 00209 0001,county_only,DAYTON CITY OF,2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000129970.00,000000002030.00,Y,,,N,39113-001501-1,39.761241505786586,-84.19007027032949
R72 00209 0003,county_only,DAYTON CITY OF,3 110 E 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000056900.00,000000005440.00,Y,,,N,39113-001501-1,39.761259506236954,-84.18996397639303
R72 00209 0008,county_only,DAYTON CITY OF,112 E 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000061850.00,000000002950.00,Y,,,N,39113-001501-1,39.760949307805674,-84.18974603047623
R72 00209 0009,county_only,DAYTON CITY OF,126 E 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000329150.00,000000027860.00,Y,,,N,39113-001501-1,39.76096692976763,-84.18963723448283
R72 00209 0012,county_only,DAYTON CITY OF,134 E 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000098990.00,000000009350.00,Y,,,N,39113-001501-1,39.761380113294166,-84.1892197912226
R72 00209 0013,county_only,DAYTON CITY OF,140 E 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000064800.00,000000006340.00,Y,,,N,39113-001501-1,39.76138637096084,-84.18916654955785
R72 00209 0015,county_only,DAYTON CITY OF,SW CORNER 2ND + ST CLAIR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000054010.00,000000005440.00,Y,,,N,39113-001501-1,39.76123558653306,-84.1889281006393
R72 00209 0017,county_only,DAYTON CITY OF,33 35 N ST CLAIR ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000039960.00,000000003480.00,Y,,,N,39113-001501-1,39.76105070665717,-84.18891308859818
R72 00209 0018,county_only,DAYTON CITY OF,29 31 N ST CLAIR ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000038990.00,000000003480.00,Y,,,N,39113-001501-1,39.76096269957913,-84.1886510770578
R72 00209 0019,county_only,DAYTON CITY OF,ST CLAIR ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000043290.00,000000003710.00,Y,,,N,39113-001501-1,39.76090255881918,-84.18863184141989
R72 00210 0001,county_only,DAYTON CITY OF,2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.92100,000000000000.00,000000000000.00,N,,,N,,,
R72 00210 0006,both,DAYTON CITY OF,215 E 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0001.66800,000000512850.00,000000000000.00,N,,,N,,39.761487836911755,-84.18765339352696
R72 00302 0078,both,DAYTON CITY OF,N ROBERT DR,DAYTON,640,"Exempt, owned by municipals",E,0000.24000,000000000550.00,000000000000.00,N,,,N,39113-001501-1,39.76204203186795,-84.20213031685
R72 00303 0081,both,DAYTON CITY OF,320 W MONUMENT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000142700.00,000000696330.00,Y,Water,,N,39113-001501-1,39.76262797333591,-84.19804497405366
R72 00304 0001,county_only,DAYTON CITY OF,ROADWAY,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 00304 0014,county_only,DAYTON CITY OF,201 W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000250.00,000000000000.00,N,,,N,,,
R72 00304 0017,county_only,DAYTON CITY OF,219 W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000120.00,000000000000.00,N,,,N,,,
R72 00304 0021,county_only,DAYTON CITY OF,226 W MONUMENT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 00305 0063,both,DAYTON CITY OF,,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000120.00,000000000000.00,N,,,N,39113-001501-1,39.76356892500512,-84.1993728658109
R72 00305 0078,both,DAYTON CITY OF,,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000120.00,000000000000.00,N,,,N,39113-001501-1,39.76312961849294,-84.20067999799367
R72 00310 0001,both,DAYTON CITY OF,300 N MAIN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000261360.00,000000651990.00,Y,Public Works,Operations,N,39113-001501-1,39.7639956228422,-84.19253512022156
R72 00311 0025,both,DAYTON CITY OF,MONUMENT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000523900.00,000000018090.00,Y,,,N,39113-001501-1,39.764119129740635,-84.19101889071806
R72 00312 0020,both,DAYTON CITY OF,LIBERTY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.42500,000000185130.00,000000000000.00,N,,,N,39113-001501-1,39.763862462786854,-84.19842740495926
R72 00402 0063,both,DAYTON CITY OF,ROBERT DR,DAYTON,640,"Exempt, owned by municipals",E,0000.64100,000000002500.00,000000000000.00,N,,,N,39113-001501-1,39.75736067428934,-84.20377637921506
R72 00410 0007,both,DAYTON CITY OF,105 S WILKINSON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000348260.00,000001218080.00,Y,Public Works,Other,N,39113-001501-1,39.75741066059526,-84.19522479210646
R72 00411 0020,county_only,DAYTON CITY OF,W 5TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000400.00,000000000000.00,N,,,N,,,
R72 00501 0014,city_layer_only,,,,,,,,,,N,,,N,,39.75835605189848,-84.1934618425529
R72 00501 0047,city_layer_only,,,,,,,,,,N,,,N,,39.75823018379302,-84.19343033920026
R72 00506 0022,both,DAYTON CITY OF,225 S MAIN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000126140.00,000000071220.00,Y,,,N,39113-001501-1,39.75584050980431,-84.19120933448418
R72 00509 0001,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.758125311004,-84.18983337033116
R72 00509 0004,city_layer_only,,,,,,,,,,N,,,N,,39.75789304767131,-84.18986331192112
R72 00509 0018,city_layer_only,,,,,,,,,,N,,,N,,39.757409711257104,-84.19065594761118
R72 00509 0038,county_only,DAYTON CITY OF,4TH & JEFFERSON ST,DAYTON,640,"Exempt, owned by municipals",E,0002.73100,000001489620.00,000000387660.00,Y,,,N,,,
R72 00510 0001,county_only,DAYTON CITY OF,101 ST CLAIR ST,DAYTON,430,,C,0000.00000,000000137570.00,000000091290.00,Y,,,N,39113-001501-1,39.758396421556,-84.18819754327718
R72 00510 0009,county_only,DAYTON CITY OF,118 E 4TH ST,DAYTON,489,,C,0000.00000,000000091360.00,000000034110.00,Y,,,N,39113-001501-1,39.75820683792224,-84.18841720520267
R72 00510 0013,both,CITY OF DAYTON,5TH & JEFFERSON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000251000.00,000007697600.00,Y,Public Works,Other,N,39113-001501-1,39.75813036384928,-84.18883511218769
R72 00510 0014,both,DAYTON CITY OF,110 E 4TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000032340.00,000000000000.00,N,,,N,39113-001501-1,39.75825387340556,-84.18898245704901
R72 00510 0015,both,DAYTON CITY OF,S CORNER 4TH & JEFFERSON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000044410.00,000000000000.00,N,Public Works,Other,N,39113-001501-1,39.75842452481123,-84.18910541973447
R72 00510 0026,both,DAYTON CITY OF,128 140 S JEFFERSON ST,DAYTON,430,,C,0000.00000,000000000000.00,000000124890.00,Y,,,N,39113-001501-1,39.75765187752633,-84.18905706870736
R72 00510 0027,both,DAYTON CITY OF,E 5TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000106430.00,000000000000.00,N,,,N,39113-001501-1,39.75734832870629,-84.1890935559903
R72 00510 0029,both,DAYTON CITY OF,NE 5TH & JEFFERSON,DAYTON,499,,C,0000.00000,000000000000.00,000000324560.00,Y,,,N,39113-001501-1,39.75741638910133,-84.18873332919834
R72 00510 9026,county_only,DAYTON CITY OF,JEFFERSON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000478000.00,000000000000.00,N,,,N,,,
R72 00511 0001,both,DAYTON CITY OF,22 E 5TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000001259830.00,000019260250.00,Y,,,N,39113-001501-1,39.756809089967454,-84.1895468986227
R72 00512 0001,both,DAYTON CITY OF,200 S JEFFERSON ST,DAYTON,430,,C,0000.00000,000000000000.00,000000301950.00,Y,,,N,39113-001501-1,39.75690048608673,-84.18886104471073
R72 00512 0002,both,DAYTON CITY OF,S JEFFERSON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000049500.00,000000000000.00,N,,,N,39113-001501-1,39.75679904241441,-84.18879786466552
R72 00512 0004,both,DAYTON CITY OF,112 116 E 5TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000035650.00,000000000000.00,N,,,N,39113-001501-1,39.757075112589426,-84.18861737352651
R72 00512 0005,both,DAYTON CITY OF,116 120 E 5TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000044550.00,000000000000.00,N,,,N,39113-001501-1,39.75696551979652,-84.18841193802989
R72 00512 0025,both,DAYTON CITY OF,S PATTERSON BLVD,DAYTON,435,,C,0000.00000,000000037240.00,000000029870.00,Y,Public Works,Other,N,39113-001501-1,39.757134473522065,-84.18735940546848
R72 00512 9001,county_only,DAYTON CITY OF,S JEFFERSON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000219560.00,000000000000.00,N,,,N,,,
R72 00601 0001,both,DAYTON CITY OF,S PATTERSON BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000054790.00,000000077690.00,Y,Public Works,Other,N,39113-001501-1,39.75800110227792,-84.18753891995664
R72 00604 0003,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,,
R72 00609 0020,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,,
R72 00610 0002,both,DAYTON CITY OF,5TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000039870.00,000000000000.00,N,,,N,39113-001501-2,39.75787061463616,-84.17856179828588
R72 00612 0001,both,DAYTON CITY OF,930 E THIRD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000014520.00,000000000000.00,N,,,N,39113-001501-2,39.761428373669965,-84.17880735296843
R72 00612 0049,county_only,DAYTON CITY OF,21 23 KEOWEE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003210.00,000000000000.00,N,,,N,,,
R72 00612 0118,county_only,DAYTON CITY OF,E 3RD ST,DAYTON,500,"Residential vacant land, lot",R,0000.00800,000000000000.00,000000000000.00,N,,,Y,,,
R72 00612 0122,county_only,DAYTON CITY OF,BACON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.01500,000000001700.00,000000000000.00,N,,,N,,,
R72 00613 0001,both,DAYTON CITY OF,E 5TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000017000.00,000000000000.00,N,,,N,39113-001900-2,39.75825067348022,-84.17618350420376
R72 00613 0006,city_layer_only,,,,,,,,,,N,,,N,,39.76014624653314,-84.17600924679412
R72 00701 0023,both,DAYTON CITY OF,ST CLAIR ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000095400.00,000000000000.00,N,,,N,39113-001501-1,39.764246212573,-84.18925365753333
R72 00702 0001,both,DAYTON CITY OF,220 N PATTERSON BLVD,DAYTON,499,,C,0003.77500,000000348980.00,000000000000.00,N,,,N,39113-001501-1,39.764439103778955,-84.18635148897198
R72 00702 0002,both,CITY OF DAYTON,301 E 1ST & PATTERSON,DAYTON,620,"Exempt, owned by counties",E,0000.12660,000000005520.00,000000000000.00,N,,,N,39113-001501-1,39.76385390375419,-84.18711804646135
R72 00702 0004,city_layer_only,,,,,,,,,,N,,,N,,39.763420501416334,-84.18700795100844
R72 00702 0011,county_only,DAYTON CITY OF,PATTERSON BLVD,DAYTON,400,Commercial vacant land,C,0000.41600,000000000000.00,000000000000.00,N,,,Y,,,
R72 00702 9001,county_only,DAYTON CITY OF,MONUMENT & RIVER CORRIDOR,DAYTON,640,"Exempt, owned by municipals",E,0003.77500,000000000000.00,000000564230.00,Y,,,N,,,
R72 00703 0001,both,DAYTON CITY OF,220 N PATTERSON BLVD,DAYTON,499,,C,0002.38600,000000264620.00,000000000000.00,N,Public Works,Other,N,39113-001501-1,39.76454947230764,-84.18596682601407
