parcel,source,owner_name,address,jurisdiction,luc,luc_desc,parcel_class,acres,assessed_land,assessed_bldg,has_building,city_department,city_intended_use,development_candidate,census_tract,lat,lon
R72 08105 0022,county_only,DAYTON CITY OF,1531 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003010.00,000000000000.00,N,,,N,39113-165100-1,39.75841209466834,-84.2314623899006
R72 08105 0029,county_only,DAYTON CITY OF,1501 OAKRIDGE DR,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000003010.00,000000000000.00,N,,,N,39113-165100-1,39.758434803459664,-84.23066958807105
R72 08105 0036,both,DAYTON CITY OF,100 102 KAMMER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001850.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.759671684172666,-84.2296543581982
R72 08106 0002,both,CITY OF DAYTON,KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001710.00,000000000000.00,N,Planning,Surplus,Y,39113-003800-2,39.75964992383584,-84.2329953378235
R72 08106 0003,both,CITY OF DAYTON,453 N KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001670.00,000000000000.00,N,,,N,39113-003800-2,39.75956644472864,-84.23287142926729
R72 08106 0004,county_only,CITY OF DAYTON,449 N KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001670.00,000000000000.00,N,,,N,39113-003800-2,39.75947857099721,-84.23286924403371
R72 08106 0008,county_only,CITY OF DAYTON,433 KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001690.00,000000000000.00,N,,,N,39113-003800-2,39.75908843680687,-84.2328844892585
R72 08106 0009,county_only,CITY OF DAYTON,429 KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001690.00,000000000000.00,N,,,N,39113-003800-2,39.7590034037523,-84.23287881932103
R72 08106 0017,county_only,DAYTON CITY OF,1705 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002600.00,000000000000.00,N,,,N,39113-003800-2,39.75841245008974,-84.23292101341595
R72 08106 0019,county_only,CITY OF DAYTON,448 450 KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002050.00,000000000000.00,N,,,N,39113-165100-1,39.759609800950926,-84.23253809909075
R72 08106 0034,both,CITY OF DAYTON,WINTERS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001690.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.759199922891845,-84.23181468051503
R72 08106 0040,both,DAYTON CITY OF,1629 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001890.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75839914703134,-84.23252222137545
R72 08107 0006,county_only,DAYTON CITY OF,529 531 KILMER ST,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000003650.00,000000000000.00,N,,,N,39113-003800-2,39.760494259847015,-84.2328873903958
R72 08107 0011,county_only,DAYTON CITY OF,509 511 KILMER ST,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000003650.00,000000000000.00,N,,,N,39113-003800-2,39.76004931447254,-84.23289766007221
R72 08107 0012,county_only,CITY OF DAYTON,507 N KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001880.00,000000000000.00,N,,,N,39113-003800-2,39.75997530706486,-84.23288870766852
R72 08107 0013,county_only,CITY OF DAYTON,503 N KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001910.00,000000000000.00,N,,,N,39113-003800-2,39.75988758366448,-84.23287941535975
R72 08107 0014,county_only,CITY OF DAYTON,325 KAMMER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002050.00,000000000000.00,N,,,N,39113-165100-1,39.75993036084323,-84.23258518206116
R72 08108 0001,both,DAYTON CITY OF,729 JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003410.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.7613828027682,-84.23139733449182
R72 08108 0003,county_only,DAYTON CITY OF,15 KAMMER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001030.00,000000000000.00,N,,,N,,,
R72 08108 0015,both,DAYTON CITY OF,107 109 KAMMER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001410.00,000000000000.00,N,,,N,39113-165100-1,39.75997530424706,-84.22991918660978
R72 08108 0016,both,DAYTON CITY OF,103 105 KAMMER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001540.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.75997800369468,-84.22973663068552
R72 08108 0017,both,DAYTON CITY OF,KAMMER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000230.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.759978638381966,-84.22967847388338
R72 08108 0018,both,DAYTON CITY OF,629 N JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000820.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.76020046376084,-84.22969126599327
R72 08108 0019,both,DAYTON CITY OF,625 N JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000820.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.76014704576396,-84.22962870850301
R72 08108 0020,both,DAYTON CITY OF,JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000820.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.76007948772958,-84.22954715201568
R72 08108 0021,both,DAYTON CITY OF,615 617 JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000820.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.760015089975646,-84.22948743816524
R72 08108 0022,county_only,DAYTON CITY OF,611 613 JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000710.00,000000000000.00,N,,,N,,,
R72 08108 0023,county_only,DAYTON CITY OF,607 JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000990.00,000000000000.00,N,,,N,,,
R72 08108 0025,both,DAYTON CITY OF,717 JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0001.53000,000000012600.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.76111782440967,-84.23109220868
R72 08108 0026,county_only,DAYTON CITY OF,631 633 JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001290.00,000000000000.00,N,,,N,,,
R72 08108 0027,both,CITY OF DAYTON,JAMES H MCGEE BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-165100-1,39.76135805418744,-84.23040116428542
R72 08108 0028,both,DAYTON CITY OF,657 JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001240.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.76069246228587,-84.23040826942359
R72 08108 0032,county_only,DAYTON CITY OF,JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001100.00,000000000000.00,N,,,N,,,
R72 08108 0033,county_only,DAYTON CITY OF,JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001100.00,000000000000.00,N,,,N,,,
R72 08108 0034,county_only,DAYTON CITY OF,JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001090.00,000000000000.00,N,,,N,,,
R72 08108 0035,county_only,DAYTON CITY OF,905 N JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003360.00,000000000000.00,N,,,N,,,
R72 08108 0037,both,DAYTON CITY OF,2214 HOOVER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002500.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.76149728392499,-84.23161279109831
R72 08108 0053,county_only,CITY OF DAYTON,KAMMER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00100,000000000000.00,000000000000.00,N,,,N,,,
R72 08108 0054,county_only,CITY OF DAYTON,KAMMER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.01300,000000000000.00,000000000000.00,N,,,N,,,
R72 08109 0006,both,DAYTON CITY OF,1219 EDISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001830.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75661354772805,-84.23109036262909
R72 08109 0011,county_only,DAYTON CITY OF,1125 EDISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004130.00,000000000000.00,N,,,N,39113-165100-1,39.75662812834492,-84.23029032612735
R72 08109 0084,both,CITY OF DAYTON,1420 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001860.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.758145087356276,-84.23020698536341
R72 08109 0087,both,DAYTON CITY OF,N ORCHARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001410.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75795706627792,-84.22984179464169
R72 08109 0095,county_only,CITY OF DAYTON,319 N ORCHARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001410.00,000000000000.00,N,,,N,39113-165100-1,39.75789565875943,-84.22962094225608
R72 08110 0014,county_only,DAYTON CITY OF,1329 EDISON ST,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000001780.00,000000000000.00,N,,,N,39113-165100-1,39.756595648202044,-84.2322994913227
R72 08110 0015,county_only,DAYTON CITY OF,1325 EDISON ST,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000001780.00,000000000000.00,N,,,N,39113-165100-1,39.75659738591164,-84.23218214452841
R72 08110 0017,county_only,DAYTON CITY OF,1319 EDISON ST,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000001750.00,000000000000.00,N,,,N,39113-165100-1,39.75659252578686,-84.23195435420412
R72 08110 0056,both,CITY OF DAYTON,1712 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001780.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75800732279676,-84.23304622681115
R72 08110 0057,both,CITY OF DAYTON,OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001390.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.758008384208566,-84.23295925818327
R72 08110 0058,both,DAYTON CITY OF,OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001330.00,000000000000.00,N,Public Works,Other,N,39113-003900-3,39.758009100010355,-84.23290056775079
R72 08110 0078,both,DAYTON CITY OF,167 REISINGER AVE,DAYTON,613,Exempt land only,E,0000.00000,000000000870.00,000000000000.00,N,,,N,39113-165100-1,39.75752050625597,-84.23251815514446
R72 08110 0087,both,DAYTON CITY OF,REISINGER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001780.00,000000000000.00,N,,,N,39113-165100-1,39.757636350729555,-84.23189982335688
R72 08201 0005,city_layer_only,,,,,,,,,,N,,,N,,39.754345062816554,-84.23371635645138
R72 08201 0016,both,CITY OF DAYTON,139 N MARION ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002250.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75528025233498,-84.23342301300723
R72 08201 0017,both,DAYTON CITY OF,143 N MARION ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002250.00,000000000000.00,N,,,N,39113-003900-3,39.75536507478126,-84.23344289986899
R72 08201 0019,both,DAYTON CITY OF,N MARION ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002250.00,000000000000.00,N,,,N,39113-003900-3,39.75553740909194,-84.2334862969731
R72 08201 0024,both,CITY OF DAYTON,171 N MARION ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004500.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75595897943287,-84.23357506207698
R72 08201A0033,both,DAYTON CITY OF,2421 2423 W 3RD ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000001790.00,000000000000.00,N,Public Works,Other,Y,39113-003900-3,39.75278739813906,-84.23351038850444
R72 08201A0034,both,DAYTON CITY OF,2417 2419 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001700.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75296246419933,-84.23336926784202
R72 08202 0011,both,DAYTON CITY OF,121 N WOODWARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001850.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75543034791776,-84.230331695037
R72 08202 0032,both,CITY OF DAYTON,67 HALLWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003310.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75632559783562,-84.23153654797882
R72 08202 0034,county_only,DAYTON CITY OF,59 HALLWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001840.00,000000000000.00,N,,,N,39113-165100-1,39.756108006658366,-84.23148336282406
R72 08202 0042,both,DAYTON CITY OF,25 27 HALLWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003700.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75533659325451,-84.23128636460113
R72 08202 0046,both,DAYTON CITY OF,2219 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002240.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.754749013807654,-84.23128598879443
R72 08202 0052,county_only,CITY OF DAYTON OHIO,122 N KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001860.00,000000000000.00,N,,,N,39113-165100-1,39.755166177715616,-84.23185484810213
R72 08202 0073,both,DAYTON CITY OF,145 N KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002000.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75569109894637,-84.23238017236899
R72 08202 0074,county_only,DAYTON CITY OF,143 N KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002000.00,000000000000.00,N,,,N,39113-003900-3,39.7555870733989,-84.23235980933947
R72 08202 0078,both,DAYTON CITY OF,127 N KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002000.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75519341767088,-84.23224528310662
R72 08203 0029,both,DAYTON CITY OF,2218 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004640.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.754457991496665,-84.23109731745211
R72 08203 0033,both,CITY OF DAYTON,2202 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004210.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75457051794118,-84.23058568520439
R72 08203 0037,county_only,DAYTON CITY OF,24 N KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001990.00,000000000000.00,N,,,N,39113-165100-1,39.75374641446589,-84.2314958526789
R72 08203 0061,both,DAYTON CITY OF,2325 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001320.00,000000000000.00,N,,,N,39113-003900-3,39.75313889894515,-84.2323270857935
R72 08203 0071,both,DAYTON CITY OF,2220 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002390.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75443426838843,-84.23121685375605
R72 08204 0010,both,DAYTON CITY OF,2104 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001100.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75478111990324,-84.22922190427951
R72 08204 0039,both,DAYTON CITY OF,2119 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003340.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.75352030163725,-84.22933090989588
R72 08204 0050,both,DAYTON CITY OF,44 N WOODWARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003340.00,000000000000.00,N,,,N,39113-165100-1,39.75445410610713,-84.23024701263013
R72 08204 0053,county_only,DAYTON CITY OF,46 N WOODWARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.06700,000000001690.00,000000000000.00,N,,,N,39113-165100-1,39.754530856854146,-84.23025602962471
R72 08205 0031,both,CITY OF DAYTON,1024 EDISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001520.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.756356129523596,-84.22881783170908
R72 08208 0009,county_only,DAYTON CITY OF,236 238 ORCHARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002100.00,000000000000.00,N,,,N,39113-165100-1,39.757377063188876,-84.22922383758234
R72 08208 0015,both,CITY OF DAYTON,208 N ORCHARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001760.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75679311190119,-84.22915628030192
R72 08208 0025,both,CITY OF DAYTON,MATHISON ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001730.00,000000000000.00,N,,,Y,39113-165100-1,39.75763155962877,-84.22858797103038
R72 08208 0030,both,DAYTON CITY OF,329 N MATHISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001930.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75719061001621,-84.22846141408293
R72 08208 0033,both,CITY OF DAYTON,319 N MATHISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001730.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75693431222032,-84.22857542940419
R72 08208 0034,both,CITY OF DAYTON,315 N MATHISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001930.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.756863931979474,-84.22845686651311
R72 08208 0035,both,DAYTON CITY OF,311 N MATHISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001930.00,000000000000.00,N,,,N,39113-165100-1,39.75677879361403,-84.22845831117543
R72 08208 0037,both,DAYTON CITY OF,1015 EDISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001340.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.756609957140114,-84.22873518299113
R72 08208 0045,county_only,CITY OF DAYTON,919 EDISON ST,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000003120.00,000000000000.00,N,,,N,39113-165100-1,39.756691420026165,-84.22731062701193
R72 08208 0057,both,DAYTON CITY OF,42 MASON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001870.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75724773220352,-84.22756992367395
R72 08208 0068,both,DAYTON CITY OF,35 33 MASON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001690.00,000000000000.00,N,,,N,39113-165100-1,39.757542162504514,-84.22734238046476
R72 08208 0075,county_only,CITY OF DAYTON,303 N MATHISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001630.00,000000000000.00,N,,,N,39113-165100-1,39.7566197008582,-84.22844725351274
R72 08208 0080,both,CITY OF DAYTON,218 N ORCHARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001990.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75693623740995,-84.22910183486054
R72 08209 0003,both,DAYTON CITY OF,341 JAMES H MCGEE BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000001940.00,000000000000.00,N,Public Works,Other,Y,39113-165100-1,39.75779353064061,-84.22702841834032
R72 08209 0004,both,DAYTON CITY OF,337 N JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001640.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.75780147702051,-84.22679658812514
R72 08209 0006,both,DAYTON CITY OF,331 N JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000990.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.757537536291636,-84.22657700491226
R72 08209 0007,both,DAYTON CITY OF,327 JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000990.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.757420038501095,-84.22660313284753
R72 08209 0008,both,DAYTON CITY OF,321 JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000990.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.7573625184663,-84.22645312043531
R72 08209 0009,both,DAYTON CITY OF,319 N JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000990.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.75731743686638,-84.22643510032933
R72 08209 0010,both,DAYTON CITY OF,315 JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000990.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.75724211677924,-84.22637179944576
R72 08209 0011,both,DAYTON CITY OF,309 311 N JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000990.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.7571150816485,-84.22637680426517
R72 08209 0012,both,DAYTON CITY OF,307 N JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001640.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.757091426911,-84.22624251467244
R72 08209 0022,county_only,DAYTON CITY OF,JAMES H MCGEE BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 08210 0002,both,DAYTON CITY OF,ROSEDALE DR,DAYTON,300,"Industrial, vacant land",I,0010.32070,000000102170.00,000000000000.00,N,,,Y,39113-165100-2,39.75945700539073,-84.22559227885971
R72 08210 0015,both,DAYTON CITY OF,ANTIOCH & WOLF CREEK,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000013860.00,000000000000.00,N,,,N,39113-165100-2,39.759278206488005,-84.22381579022223
R72 08210 0016,both,DAYTON CITY OF,ANTIOCH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000034290.00,000000001210.00,Y,Public Works,Other,N,39113-165100-2,39.75842359966292,-84.22380204209442
R72 08210 0027,both,DAYTON CITY OF,ROSEDALE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002550.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.76125867611662,-84.22939997856938
R72 08210 0031,county_only,THE CITY OF DAYTON,JAMES H MCGEE BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 08211 0033,both,CITY OF DAYTON,3 FARLEY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004420.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-2,39.75727286821114,-84.22512287550641
R72 08211 0037,both,DAYTON CITY OF,1012 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001950.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-2,39.7581928736716,-84.22455692134847
R72 08211 0038,both,CITY OF DAYTON,1008 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001930.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-2,39.7581936261034,-84.224476628728
R72 08211 0070,both,DAYTON CITY OF,304 JAMES H MCGEE BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000001070.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.75736730981301,-84.22573259740786
R72 08211 0079,county_only,DAYTON CITY OF,JAMES H MCGEE BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 08212 0001,both,DAYTON CITY OF,815 EDISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001410.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.75682817844047,-84.22622894144452
R72 08212 0002,both,DAYTON CITY OF,223 N JAMES H MCGEE BLVD,DAYTON,685,"Churches etc, public worship",E,0000.00000,000000001340.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.756643271327036,-84.22605650501328
R72 08212 0003,both,DAYTON CITY OF,225 N JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001750.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.75654067400576,-84.22585315463567
R72 08212 0004,both,DAYTON CITY OF,221 223 N JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001750.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.75643239088847,-84.2257767390961
R72 08212 0005,both,DAYTON CITY OF,217 219 JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001460.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.75637429041264,-84.22572027743756
R72 08212 0006,both,DAYTON CITY OF,213 215 N JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000730.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.756230098412836,-84.22561091677726
R72 08212 0007,both,DAYTON CITY OF,211 N JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001460.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.75617187408979,-84.22556284546269
R72 08212 0014,both,DAYTON CITY OF,218 220 JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000920.00,000000000000.00,N,,,N,39113-165100-2,39.756673813952204,-84.2253393285629
R72 08212 0017,both,DAYTON CITY OF,624 EDISON ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002610.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.75692808021845,-84.2245021519296
R72 08212 0028,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,,
R72 08212 0043,both,CITY OF DAYTON,212 216 N JAMES H MCGEE BLVD,DAYTON,613,Exempt land only,E,0000.00000,000000001180.00,000000000000.00,N,,,N,39113-165100-2,39.75646709762806,-84.22522329058249
R72 08212 0049,both,CITY OF DAYTON,JAMES H MCGEE BLVD,DAYTON,613,Exempt land only,E,0000.00000,000000003330.00,000000000000.00,N,,,N,39113-165100-2,39.7570697857659,-84.22511429280118
R72 08301 0025,both,DAYTON CITY OF,N CONOVER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001950.00,000000000000.00,N,,,N,39113-165100-2,39.75614649318312,-84.21632884210517
R72 08301 0027,both,DAYTON CITY OF,W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002700.00,000000000000.00,N,,,N,39113-165100-2,39.75634523840801,-84.21639033350918
R72 08301 0029,both,DAYTON CITY OF,2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003140.00,000000000000.00,N,,,N,39113-165100-2,39.75641979237695,-84.21621165728892
R72 08301 0037,both,DAYTON CITY OF,W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002680.00,000000000000.00,N,,,N,39113-165100-2,39.75647906458518,-84.21532955094223
